customer_id,channel,send_time,message,reasoning,chat_log,issue_status,confidence_score,expected_resolution_time
unknown,twitter_dm_reply,2025-07-30T11:18:24.905182,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,"Support_agent: @USER Pilots, Potter, Pumpkins and Skeletons...oh my! They're all adorable.",resolved,0.7999999999999999,2.6 hours
unknown,twitter_dm_reply,2025-07-30T11:08:41.577771,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: Check out these tiny trick-or-treaters all dressed up in our . Hey @USER! We have your youngest in training!,resolved,0.7,2.9 hours
unknown,twitter_dm_reply,2025-07-30T11:17:46.501277,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Support_agent: @USER We're glad you got to kick back and enjoy a show while flying! Thanks for your kind words.,resolved,0.7999999999999999,2.8 hours
unknown,twitter_dm_reply,2025-07-30T11:29:14.065482,Hi! Thanks for reaching out. We're here to help resolve this quickly. Could you share more details about what you're experiencing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,"Customer: Thank you, @USER for playing and for having great flight attendants on my flight back home!",resolved,0.9999999999999999,2.7 hours
unknown,twitter_dm_reply,2025-07-30T11:18:32.353225,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,"Support_agent: @USER Hey, Trevor! Send us a DM, and we'll take a closer look! *KellenF",resolved,0.7999999999999999,2.6 hours
unknown,twitter_dm_reply,2025-07-30T11:15:11.791920,Hi! Thanks for reaching out. We're here to help resolve this quickly. Could you share more details about what you're experiencing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: @USER Sweet! I’m still paying on my 7plus but I have a jump. Any way to find out what to do in my situation and how much money I need to put down?,resolved,0.7,3.1 hours
unknown,twitter_dm_reply,2025-07-30T11:01:52.965269,"We understand your concern. We sincerely apologize for the frustration. Your experience matters to us, and we're taking immediate action to resolve this.","Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Customer frustration detected - prioritizing empathetic, immediate response. Decision based on conversation analysis of 1 messages over 0 minutes.",Customer: @USER No sir! You can still preorder at *JoanO,pending_customer_reply,0.7999999999999999,2.4 hours
unknown,twitter_dm_reply,2025-07-30T11:10:53.640379,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: @USER Are pre orders done for the X?,resolved,0.7999999999999999,2.4 hours
unknown,twitter_dm_reply,2025-07-30T11:11:06.490433,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: @USER Go for it Trevor *ErikS,resolved,0.7999999999999999,2.3 hours
unknown,twitter_dm_reply,2025-07-30T11:11:15.686104,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: @USER I have a question.,resolved,0.7999999999999999,2.3 hours
unknown,twitter_dm_reply,2025-07-30T11:29:20.309508,Hi! Thanks for reaching out. We're here to help resolve this quickly. Could you share more details about what you're experiencing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: Be ready for your next iPhone. Join our iPhone upgrade program for free!,resolved,0.9999999999999999,2.6 hours
unknown,twitter_dm_reply,2025-07-30T11:17:44.933644,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,"Support_agent: @USER This is saddening to hear. Please shoot us a DM, so that we can look into this for you. -KC",resolved,0.7999999999999999,2.8 hours
unknown,twitter_dm_reply,2025-07-30T11:04:40.968139,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: @USER Please let people pay higher monthly costs and eliminate the ridiculously high up from cost. It costs more per year than anyone else,resolved,0.7,3.1 hours
unknown,twitter_dm_reply,2025-07-30T11:17:50.484777,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Support_agent: @USER @USER Thanks for getting that DM sent over - I've got it and am replying now. *RayButler,resolved,0.7999999999999999,2.8 hours
unknown,twitter_dm_reply,2025-07-30T11:22:54.180598,Hi! Thanks for reaching out. We're here to help resolve this quickly. Could you share more details about what you're experiencing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,"Customer: @USER @USER By 'upfront' I hope you don't mean 'upfront fees""! DM sent!",resolved,0.7999999999999999,2.6 hours
unknown,twitter_dm_reply,2025-07-30T10:25:09.078637,We sincerely apologize. We understand your concern and are here to help. What specific issue can we address for you? We're committed to making this right.,"Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Quick response time to address negative sentiment and prevent escalation. Customer frustration detected - prioritizing empathetic, immediate response. Decision based on conversation analysis of 1 messages over 0 minutes.",Customer: @USER @USER just called in to switch from AT&amp;T. They wanted $75 to switch 3 phones! I said no way! Inconsistent messaging - shame!,pending_escalation,0.8999999999999999,3.0 hours
unknown,twitter_dm_reply,2025-07-30T11:17:50.589022,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Support_agent: @USER Yay for T-Mobile Tuesdays- lets's get you taken care of! Send a DM my way: *ErikaHoleman,resolved,0.7999999999999999,2.8 hours
unknown,twitter_dm_reply,2025-07-30T11:19:32.348078,Hi! Thanks for reaching out. We're here to help resolve this quickly. Could you share more details about what you're experiencing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.33) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: @USER trying to redeem a free tuesday code and its not letting me telling me theres an error can i get help with this?,pending_customer_reply,0.5,2.7 hours
unknown,twitter_dm_reply,2025-07-30T11:16:48.374362,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,"Support_agent: @USER Well, we'd be happy to take a look at that and see what's going on, Jenny. DM us, we're here to keep you connected. *JoanO",resolved,0.7,3.0 hours
unknown,twitter_dm_reply,2025-07-30T11:03:16.476766,"We understand your concern. Hi there. We understand this is frustrating, and we're committed to making it right. Let's work together to resolve this issue.",Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: T-Mobile So Bs My Internet Stop Working For 3 Hours,pending_customer_reply,0.7999999999999999,2.5 hours
unknown,twitter_dm_reply,2025-07-30T11:17:25.075340,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Support_agent: @USER Hey we are here and we want to help! If you have any questions feel free to shoot us a DM! *KatGrisham,resolved,0.7,2.9 hours
unknown,twitter_dm_reply,2025-07-30T10:43:15.142653,"We understand your concern. We sincerely apologize for the frustration. Your experience matters to us, and we're taking immediate action to resolve this.","Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Quick response time to address negative sentiment and prevent escalation. Customer frustration detected - prioritizing empathetic, immediate response. Decision based on conversation analysis of 1 messages over 0 minutes.",Customer: No. That opportunity has passed. Bad customer experience @USER &amp; @USER Not going back ever again.,pending_customer_reply,0.7,2.8 hours
unknown,twitter_dm_reply,2025-07-30T11:19:31.532475,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Support_agent: @USER Can I have you DM me at: *RobFahl,resolved,0.7999999999999999,2.4 hours
unknown,twitter_dm_reply,2025-07-30T11:11:50.938433,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: @USER,resolved,0.7999999999999999,2.2 hours
unknown,twitter_dm_reply,2025-07-30T11:18:21.993433,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Support_agent: @USER We want to help you with this great deal! Shoot me a DM here *AngieShaw,resolved,0.7999999999999999,2.6 hours
unknown,twitter_dm_reply,2025-07-30T11:10:22.470828,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: @USER @USER OK maybe my problem too let me try that resizing.,resolved,0.7,2.8 hours
unknown,twitter_dm_reply,2025-07-30T11:17:14.272187,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Support_agent: @USER You are welcome and thanks for letting us know. If you need anything else we are here for you. *KennethStone,resolved,0.7,2.9 hours
unknown,twitter_dm_reply,2025-07-30T11:18:19.975163,Hi! Thanks for reaching out. We're here to help resolve this quickly. Could you share more details about what you're experiencing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: @USER Got it. One of them resized to 4x4. So instead of alerting me it just wouldn't take the coupon code. I resized it and it worked. Thanks.,resolved,0.7,3.1 hours
unknown,twitter_dm_reply,2025-07-30T11:16:17.542421,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,"Support_agent: @USER We want this to work perfectly! Do you have at least 10 photos selected? If not, add another and try. DM w/ any questions! *ChrisBradstreet",resolved,0.7,3.1 hours
unknown,twitter_dm_reply,2025-07-30T11:15:29.803216,Hi! Thanks for reaching out. We're here to help resolve this quickly. Could you share more details about what you're experiencing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: @USER @USER The @USER code is not working when applied at checkout. Can you please look into this?,resolved,0.7,3.1 hours
unknown,twitter_dm_reply,2025-07-30T11:17:49.182963,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Support_agent: @USER If you're unhappy with your experience on this call please contact us on our website: ^CB,resolved,0.7999999999999999,2.8 hours
unknown,twitter_dm_reply,2025-07-30T10:24:08.186235,We sincerely apologize. We understand your concern and are here to help. What specific issue can we address for you? We're committed to making this right.,"Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.33) and customer's platform preference suggest immediate social media response. Quick response time to address negative sentiment and prevent escalation. Customer frustration detected - prioritizing empathetic, immediate response. Decision based on conversation analysis of 1 messages over 0 minutes.",Customer: @USER so i wait almost 3 hours and then they are rude and arrogant &amp; unhelpful after which she is raising a technical case,pending_escalation,0.7,2.7 hours
unknown,twitter_dm_reply,2025-07-30T11:18:22.206668,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Support_agent: @USER You'd need to contact our Aftersales team on 0344 556 5650 from 8am ^CB,resolved,0.7999999999999999,2.6 hours
unknown,twitter_dm_reply,2025-07-30T11:23:32.273284,Hi! Thanks for reaching out. We're here to help resolve this quickly. Could you share more details about what you're experiencing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: @USER thanks!,resolved,0.7999999999999999,2.2 hours
unknown,twitter_dm_reply,2025-07-30T11:12:34.920596,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.33) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,"Customer: @USER hi! i need some help with a booking i need to change, and made a mistake on. who can i contact?",pending_customer_reply,0.5,2.3 hours
unknown,twitter_dm_reply,2025-07-30T11:17:01.680707,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,"Support_agent: @USER When amending a ticket the system would show a fare that matches your previous purchase, but this may be higher ^CB",resolved,0.7,2.9 hours
unknown,twitter_dm_reply,2025-07-30T11:08:22.458354,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,"Customer: Gotta luv @USER finally get 2 call cntr, they tried to charge me £176 for a ticket which can b purchased for £88 online",resolved,0.7,2.9 hours
unknown,twitter_dm_reply,2025-07-30T11:16:58.066118,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Support_agent: @USER Yes it does. You need to select the return journey then in the ticket flexibility menu you can select open return ^CB,resolved,0.7,3.0 hours
unknown,twitter_dm_reply,2025-07-30T10:42:23.069500,"We understand your concern. We sincerely apologize for the frustration. Your experience matters to us, and we're taking immediate action to resolve this.","Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.33) and customer's platform preference suggest immediate social media response. Quick response time to address negative sentiment and prevent escalation. Customer frustration detected - prioritizing empathetic, immediate response. Decision based on conversation analysis of 1 messages over 0 minutes.","Customer: @USER Thanks, see it now. Real shame about how poor the new App is though.",pending_escalation,0.6,2.2 hours
unknown,twitter_dm_reply,2025-07-30T11:10:03.281318,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: @USER Hi- does the new app have an option to buy an open return?,resolved,0.7999999999999999,2.6 hours
unknown,twitter_dm_reply,2025-07-30T11:17:31.112630,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,"Support_agent: @USER Not at this stage sadly, but the some lines will reopen shortly so services will be on the move ^CB",resolved,0.7,2.8 hours
unknown,twitter_dm_reply,2025-07-30T11:22:18.456858,Hi! Thanks for reaching out. We're here to help resolve this quickly. Could you share more details about what you're experiencing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: @USER Thanks,resolved,0.7999999999999999,2.2 hours
unknown,twitter_dm_reply,2025-07-30T11:03:01.501881,"We understand your concern. Hi there. We understand this is frustrating, and we're committed to making it right. Let's work together to resolve this issue.",Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: @USER My daughter is on the Euston train stuck just outside Preston. Any timeframes for arrival?,pending_customer_reply,0.7999999999999999,2.8 hours
unknown,twitter_dm_reply,2025-07-30T11:18:04.158233,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Support_agent: Due to the emergency services dealing with an incident at Preston all lines are closed.,resolved,0.7999999999999999,2.7 hours
unknown,twitter_dm_reply,2025-07-30T11:19:39.436815,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Support_agent: Some lines will be reopened shortly,resolved,0.7999999999999999,2.4 hours
unknown,twitter_dm_reply,2025-07-30T11:09:39.614880,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.33) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: @USER We are enroute to Preston Now from Euston. Will we have to wait it out?,pending_customer_reply,0.6,2.2 hours
unknown,twitter_dm_reply,2025-07-30T11:18:51.859676,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Support_agent: @USER We don't have that information here I'm afraid Andy ^CB,resolved,0.7999999999999999,2.5 hours
unknown,twitter_dm_reply,2025-07-30T11:07:58.915641,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,"Customer: @USER What are your targets for next season? I see your prices go up, so I assume you've set performance targets reflective of that.",resolved,0.7,3.0 hours
unknown,twitter_dm_reply,2025-07-30T11:08:41.072589,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: @USER You gonna magically change your connectivity for me and my whole family ? :lying_face: :hundred_points:,resolved,0.7,2.9 hours
unknown,twitter_dm_reply,2025-07-30T11:17:22.176090,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,"Support_agent: @USER These delays are out of our control, but we do work with Network Rail to try and reduce any problems ^CB",resolved,0.7,2.9 hours
